State,State FIPS Code,District ID,Year,District Name,District Population,Student Population,Student Poverty Population
IL,17,21300,2016,Hiawatha Community Unit School District 426,3301,624,85
IL,17,18960,2016,High Mount School District 116,4093,391,88
IL,17,18990,2016,Highland Community Unit School District 5,18346,3297,294
IL,17,19200,2016,Hillsboro Community Unit School District 3,12973,1757,330
IL,17,19230,2016,Hillside School District 93,5723,512,84
IL,17,19260,2016,Hinckley-Big Rock Community Unit School District 429,4897,825,108
IL,17,19290,2016,Hinsdale Community Consolidated School District 181,25753,4384,152
IL,17,19320,2016,Hinsdale Township High School District 86,75112,4849,268
IL,17,19420,2016,Hollis Consolidated School District 328,709,109,8
IL,17,19500,2016,Homer Community Consolidated School District 33C,30098,3711,206
IL,17,19530,2016,Homewood School District 153,16457,1864,213
IL,17,19560,2016,Homewood-Flossmoor Community High School District 233,38347,2875,203
IL,17,19620,2016,Hononegah Community High School District 207,32137,2233,112
IL,17,19660,2016,Hoopeston Area Community Unit School District 11,6985,1254,315
IL,17,19680,2016,Hoover-Schrum Memorial School District 157,7910,983,309
IL,17,19830,2016,Huntley Consolidated School District 158,42741,8292,331
IL,17,19920,2016,Hutsonville Community Unit School District 1,2179,343,49
IL,17,19960,2016,Illini Bluffs Community Unit School District 327,5615,977,57
IL,17,113,2016,Illini Central Community Unit School District 189,4512,741,149
IL,17,1384,2016,Illini West High School District 307,8231,421,64
IL,17,19970,2016,Illinois Valley Central Unit School District 321,13437,2321,219
IL,17,35970,2016,Indian Creek Community Unit District 425,4635,866,129
IL,17,41690,2016,Indian Prairie Community Unit School District 204,129230,28130,1361
IL,17,7170,2016,Indian Springs School District 109,24503,2824,748
IL,17,20170,2016,Iroquois County Community Unit School District 9,6818,1064,246
IL,17,20180,2016,Iroquois West Community Unit School District 10,4885,839,134
IL,17,20190,2016,Irvington County Community Unit School District 11,837,85,15
IL,17,20220,2016,Itasca School District 10,8880,976,63
IL,17,20250,2016,Iuka Community Consolidated School District 7,1901,235,45
IL,17,26880,2016,J. Sterling Morton High School District 201,159324,9547,1977
IL,17,20280,2016,Jacksonville School District 117,27386,3833,836
IL,17,20370,2016,Jasper Community Consolidated School District 17,1451,176,38
IL,17,20380,2016,Jasper County Community Unit School District 1,9191,1573,218
IL,17,20430,2016,Jersey Community Unit School District 100,19362,2990,438
IL,17,20490,2016,Johnsburg Community Unit School District 12,12371,2218,127
IL,17,20550,2016,Johnston City Community Unit School District 1,8054,1303,239
IL,17,20580,2016,Joliet Public School District 86,85770,10615,2577
IL,17,20610,2016,Joliet Township High School District 204,130862,6505,1038
IL,17,20640,2016,Jonesboro Community Consolidated School District 43,2891,343,74
IL,17,15,2016,Joppa-Maple Grove Unit District 38,1374,265,64
IL,17,24480,2016,Kaneland Community Unit School District 302,26296,5182,199
IL,17,20760,2016,Kankakee School District 111,31917,5631,1700
IL,17,20790,2016,Kansas Community Unit School District 3,1344,228,35
IL,17,20880,2016,Keeneyville School District 20,14562,1732,237
IL,17,20910,2016,Kell Consolidated School District 2,990,111,18
IL,17,20970,2016,Kenilworth School District 38,2807,505,41
IL,17,21000,2016,Kewanee Community Unit School District 229,10788,1967,503
IL,17,21030,2016,Kildeer Countryside Community Consolidated School District 96,23638,3152,125
IL,17,21130,2016,Kings Consolidated School District 144,965,106,16
IL,17,21180,2016,Kinnikinnick Community Consolidated School District 131,13990,2012,128
IL,17,21270,2016,Kirby School District 140,36018,3917,371
IL,17,21390,2016,Knoxville Community Unit School District 202,6034,1003,121
IL,17,21420,2016,Komarek School District 94,4770,488,58
IL,17,21690,2016,La Harpe Community School District 347,2130,225,47
IL,17,21680,2016,La Moille Community Unit School District 303,1687,270,39
IL,17,19110,2016,LaGrange Highlands School District 106,9324,1004,37
IL,17,21600,2016,LaGrange School District 102,26007,3362,229
IL,17,21630,2016,LaGrange School District 105,11770,1399,176
IL,17,22080,2016,LaSalle Elementary School District 122,8851,953,267
IL,17,22110,2016,LaSalle-Peru Township High School District 120,28555,1367,205
IL,17,21510,2016,Ladd Community Consolidated School District 94,1865,216,41
IL,17,21720,2016,Lake Bluff Elementary School District 65,8889,1038,47
IL,17,21780,2016,Lake Forest Community High School District 115,28257,1927,71
IL,17,21750,2016,Lake Forest School District 67,19059,2521,121
IL,17,21840,2016,Lake Park Community High School District 108,51868,2765,224
IL,17,21870,2016,Lake Villa Community Consolidated School District 41,23472,3243,178
IL,17,21900,2016,Lake Zurich Community Unit School District 95,31286,6261,226
IL,17,22020,2016,Lansing School District 158,22991,2745,589
IL,17,22050,2016,Laraway Community Consolidated School District 70C,2890,357,102
IL,17,22150,2016,Lawrence County Community Unit District 20,8122,1232,336
IL,17,22620,2016,Le Roy Community Unit School District 2,4521,807,47
IL,17,22300,2016,Lebanon Community Unit School District 9,5512,690,201
IL,17,22350,2016,Lee Center Community Unit School District 271,1599,273,28
IL,17,22870,2016,Leland Community Unit School District 1,1775,290,30
IL,17,22500,2016,Lemont Township High School District 210,25662,1599,102
IL,17,7290,2016,Lemont-Bromberek Combined School District 113A,25312,3080,167
IL,17,22530,2016,Lena-Winslow Community Unit School District 202,5069,852,118
IL,17,153,2016,Lewistown Community Unit School District 97,4824,701,105
IL,17,22710,2016,Lexington Community Unit School District 7,3065,555,44
IL,17,22740,2016,Leyden Community High School District 212,64218,3407,481
IL,17,22770,2016,Liberty Community Unit School District 2,3351,682,49
IL,17,22830,2016,Libertyville Community High School District 128,49897,3258,93
IL,17,22800,2016,Libertyville School District 70,18924,2583,67
IL,17,22860,2016,Lick Creek Community Consolidated School District 16,1191,119,21
IL,17,22950,2016,Limestone Community High School District 310,22365,1204,154
IL,17,22920,2016,Limestone Walters Community Consolidated School District 316,1862,211,8
IL,17,23050,2016,Lincoln Community High School District 404,21768,922,135
IL,17,8100,2016,Lincoln Elementary School District 156,6894,1046,332
IL,17,22980,2016,Lincoln Elementary School District 27,12802,1326,303
IL,17,23070,2016,Lincoln Way Community High School District 210,105979,7178,226
IL,17,23090,2016,Lincolnshire-Prairieview School District 103,12496,1634,41
IL,17,23100,2016,Lincolnwood School District 74,12610,1340,172
IL,17,13440,2016,Lindop School District 92,4128,491,94
IL,17,23160,2016,Lisbon Community Consolidated School District 90,952,132,8
IL,17,23200,2016,Lisle Community Unit School District 202,13828,1833,157
IL,17,23250,2016,Litchfield Community Unit School District 12,8648,1416,295
IL,17,9210,2016,Lockport School District 91,6764,706,70
IL,17,23350,2016,Lockport Township High School District 205,77209,4017,282
IL,17,23460,2016,Lombard School District 44,35445,3391,308
IL,17,120,2016,Lostant Community Unit School District 425,886,140,21
IL,17,40920,2016,Lowpoint-Washburn Community Unit School District 21,2509,437,54
IL,17,23700,2016,Ludlow Community Consolidated School District 142,952,117,30
IL,17,23850,2016,Lyons School District 103,21680,2465,427
IL,17,23880,2016,Lyons Township High School District 204,68841,4116,230
IL,17,23920,2016,Macomb Community Unit School District 185,21243,2113,434
IL,17,23970,2016,Madison Community Unit School District 12,4566,907,290
IL,17,24000,2016,Maercker School District 60,17530,1488,150
IL,17,24060,2016,Mahomet-Seymour Community Unit School District 3,14822,3105,280
IL,17,24090,2016,Maine Township High School District 207,145140,7033,682
IL,17,24120,2016,Malden Community Consolidated School District 84,713,78,14
IL,17,24270,2016,Manhattan School District 114,9345,1261,43
IL,17,24330,2016,Mannheim School District 83,21221,2494,421
IL,17,24390,2016,Manteno Community Unit School District 5,12057,2251,237
IL,17,24570,2016,Marengo Community High School District 154,13851,821,71
IL,17,77,2016,Marengo-Union Elementary Consolidated District 165,10467,1198,138
IL,17,24600,2016,Marion Community Unit School District 2,27989,4159,828
IL,17,24650,2016,Marissa Community Unit School District 40,3269,514,124
IL,17,24750,2016,Maroa-Forsyth Community Unit School District 2,6119,1223,114
IL,17,24780,2016,Marquardt School District 15,26191,3106,540
IL,17,5466,2016,Marseilles Elementary School District 150,4407,513,149
IL,17,24870,2016,Marshall Community Unit School District 2C,7927,1376,232
IL,17,24900,2016,Martinsville Community Unit School District 3C,2343,362,68
IL,17,24940,2016,Mascoutah Community Unit School District 19,16829,3440,208
IL,17,25000,2016,Massac Unit School District 1,13198,2168,519
IL,17,25020,2016,Matteson Elementary School District 162,25637,3240,648
IL,17,25050,2016,Mattoon Community Unit School District 2,23044,3679,773
IL,17,25110,2016,Maywood-Melrose Park-Broadview School District 89,44671,5813,1578
IL,17,25190,2016,Mazon-Verona-Kinsman Elementary School District 2C,2582,361,25
IL,17,25260,2016,McClellan Community Consolidated School District 12,807,56,7
IL,17,25290,2016,McHenry Community Consolidated School District 15,42613,4803,563
IL,17,25320,2016,McHenry Community High School District 156,45825,2479,251
IL,17,28620,2016,McLean County Unit School District 5,95816,14932,1317
IL,17,25500,2016,Medinah School District 11,7472,753,65
IL,17,25620,2016,Mendota Community Consolidated School District 289,10447,1243,231
IL,17,25650,2016,Mendota Township High School District 280,10487,618,96
IL,17,1395,2016,Mercer County School District 404,8414,1274,181
IL,17,25680,2016,Meredosia-Chambersburg Community Unit School District 11,1672,273,59
IL,17,26970,2016,Meridian Community Unit School District 101,3221,558,190
IL,17,123,2016,Meridian Community Unit School District 15,5961,1060,114
IL,17,25690,2016,Meridian Community Unit School District 223,8728,1765,167
IL,17,25740,2016,Metamora Community Consolidated School District 1,6976,903,63
IL,17,25770,2016,Metamora Township High School District 122,16345,1012,46
IL,17,126,2016,Midland Community Unit School District 7,5114,694,96
IL,17,25920,2016,Midlothian School District 143,15010,1894,391
IL,17,43962,2016,Midwest Central Community Unit School District 191,6004,1091,159
IL,17,1416,2016,Milford Area Public School District 124,3778,619,116
IL,17,26100,2016,Millburn Community Consolidated School District 24,8616,1596,47
IL,17,26250,2016,Miller Township Community Consolidated School District,2262,270,31
IL,17,26190,2016,Millstadt Consolidated Community School District 160,8423,936,63
IL,17,26310,2016,Minooka Community Consolidated School District 201,24230,3876,226
IL,17,26340,2016,Minooka Community High School District 111,38882,2554,116
IL,17,26370,2016,Mokena School District 159,17421,2091,102
IL,17,26400,2016,Moline Unit School District 40,47779,7741,1627
IL,17,26430,2016,Momence Community Unit School District 1,6889,1128,197
IL,17,320,2016,Monmouth-Roseville Community Unit School District 238,11261,1850,344
IL,17,26490,2016,Monroe School District 70,3169,320,22
IL,17,26550,2016,Monticello Community Unit School District 25,9080,1566,98
IL,17,26590,2016,Montmorency Community Consolidated School District 145,2515,311,67
IL,17,26640,2016,Morris Community High School District 101,18469,1020,88
IL,17,26610,2016,Morris School District 54,11697,1276,147
IL,17,26710,2016,Morrison Community Unit School District 6,6577,1022,80
IL,17,26760,2016,Morrisonville Community Unit School District 1,1814,315,24
IL,17,26800,2016,Morton Community Unit School District 709,18860,3207,134
IL,17,26850,2016,Morton Grove School District 70,9163,861,97
IL,17,27180,2016,Mount Olive Community Unit School District 5,3337,540,76
IL,17,27210,2016,Mount Prospect School District 57,20299,2348,108
IL,17,27290,2016,Mount Pulaski Community Unit District 23,3549,565,59
IL,17,27340,2016,Mount Vernon School District 80,13706,1484,549
IL,17,27360,2016,Mount Vernon Township High School District 201,29472,1468,316
IL,17,27390,2016,Mount Zion Community Unit School District 3,12248,2421,202
IL,17,27450,2016,Mulberry Grove Community Unit School District 1,2381,376,75
IL,17,27570,2016,Mundelein Consolidated High School District 120,42777,2433,197
IL,17,27540,2016,Mundelein Elementary School District 75,15154,1762,152
IL,17,27610,2016,Murphysboro Community Unit School District 186,15263,2366,622
IL,17,27710,2016,Naperville Community Unit District 203,96083,18324,1004
IL,17,27740,2016,Nashville Community High School District 99,8581,501,34
IL,17,27720,2016,Nashville Consolidated Community School District 49,6307,657,88
IL,17,27780,2016,Nauvoo-Colusa Community Unit School District 325,2226,349,38
IL,17,27840,2016,Neoga Community Unit School District 3,4776,828,123
IL,17,27930,2016,Nettle Creek Community Consolidated School District 24C,936,111,4
IL,17,27960,2016,New Athens Community Unit School District 60,3885,627,86
IL,17,103,2016,New Holland-Middletown Elementary School District 88,1123,119,18
IL,17,28110,2016,New Hope Community Consolidated School District 6,1512,193,21
IL,17,28140,2016,New Lenox School District 122,39331,5523,190
IL,17,28160,2016,New Simpson Hill Consolidated District 32,2256,245,50
IL,17,28200,2016,New Trier Township High School District 203,59846,4549,177
IL,17,28270,2016,Newark Community Consolidated School District 66,2741,339,17
IL,17,28260,2016,Newark Community High School District 18,3811,260,12
IL,17,28500,2016,Niles Elementary School District 71,7765,539,121
IL,17,28530,2016,Niles Township Community High School District 219,96178,4829,670
IL,17,222,2016,Nippersink School District 2,11610,1429,95
IL,17,28560,2016,Nokomis Community Unit School District 22,4184,684,145
IL,17,28650,2016,Norridge School District 80,12268,1007,129
IL,17,4,2016,Norris City-Omaha-Enfield Community Unit School District 3,4335,737,142
IL,17,28700,2016,North Boone Community Unit School District 200,8435,1686,206
IL,17,110,2016,North Chicago School District 187,30266,3915,1024
IL,17,28810,2016,North Clay Community Unit School District 25,3731,638,116
IL,17,42240,2016,North Greene Unit School District 3,5905,899,255
IL,17,1403,2016,North Mac Community Unit School District 34,8614,1476,288
IL,17,28890,2016,North Palos School District 117,28260,2845,689
IL,17,28920,2016,North Pekin-Marquette Heights School District 102,5206,691,86
IL,17,119,2016,North Shore School District 112,35387,4541,416
